"","QWE","MI","PI","LOCTot","SocDesTot","MachTot","Sex","BehIntTot","ManCheck_1","ManCheck_2","ManCheck_3","Team"
"2017","high","ethical","unethical",29,35,31,"Female",9,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2018","high","unethical","unethical",31,28,25,"Male",15,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2019","high","unethical","unethical",31,33,26,"Male",15,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2020","low","ethical","unethical",28,27,34,"Male",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2021","high","unethical","ethical",31,32,26,"Female",12,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2022","high","ethical","ethical",27,35,27,"Male",6,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2023","low","unethical","ethical",30,33,26,"Male",4,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2024","low","unethical","ethical",31,30,32,"Male",14,"Good","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"2025","high","unethical","ethical",30,32,28,"Female",12,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2026","high","unethical","unethical",26,30,26,"Male",8,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2027","high","unethical","ethical",24,30,22,"Male",8,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2028","high","ethical","ethical",24,28,24,"Male",8,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2029","low","unethical","ethical",32,30,31,"Male",12,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2030","high","ethical","unethical",30,28,30,"Male",12,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2031","low","unethical","unethical",31,29,31,"Male",12,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2032","low","ethical","unethical",32,29,30,"Male",8,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2033","low","ethical","unethical",30,30,29,"Male",15,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2034","low","ethical","unethical",29,29,31,"Male",12,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2035","high","ethical","unethical",31,27,25,"Male",14,"Poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"2036","high","unethical","unethical",30,27,28,"Male",12,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2037","low","unethical","unethical",30,32,30,"Male",15,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2038","low","unethical","ethical",23,36,14,"Male",12,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"2039","low","unethical","unethical",29,32,32,"Female",11,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2040","low","unethical","ethical",24,34,15,"Male",6,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"2041","high","unethical","unethical",30,32,30,"Male",12,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2042","low","unethical","ethical",29,30,33,"Male",10,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2043","low","ethical","ethical",29,31,34,"Male",10,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2044","high","ethical","ethical",31,30,31,"Male",12,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2045","high","unethical","unethical",25,30,31,"",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2046","low","unethical","unethical",28,28,31,"Female",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
